THOR_DATA_VIET_ID,MILSERVICE,MSNDATE,SOURCEID,SOURCERECORD,AIRCRAFT,TAKEOFFLOCATION,LAT,LONG,TGTTYPE,NUMWEAPONSDELIVERED,TIMEONTARGET,WEAPONTYPE,WEAPONTYPEWEIGHT,AIRCRAFT_ORIGINAL,AIRCRAFT_ROOT,FLTHOURS,MFUNC,MFUNC_DESC,MISSIONID,NUMOFACFT,OPERATIONSUPPORTED,PERIODOFDAY,UNIT,TGTCLOUDCOVER,TGTCONTROL,TGTCOUNTRY,TGTORIGCOORDS,TGTORIGCOORDSFORMAT,TGTWEATHER,ADDITIONALINFO,GEOZONE,ID,MFUNC_DESC_CLASS,NUMWEAPONSJETTISONED,NUMWEAPONSRETURNED,TIMEOFFTARGET,Year,popup
2915907,USAF,11/14/1965,487399,CACTA6570,F100,BIEN HOA,10.35666911,106.1891593,AREA\DEPOT,6,945,750LB BLU-1/27,694,F100,F100,70,6,DIRECT AIR SUPPORT,2126,3,IN COUNTRY,D,JAJIK0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS305450,##ABC111222,0459N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23912958,KINETIC,0,0,957,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 945 hours; Weapon Type -  750LB BLU-1/27"
2979408,USAF,11/14/1965,115698,CACTA6570,F100,TAN SON NHUT,10.35666911,106.1891593,TROOPS,18,820,M-39,50,F100,F100,30,1,STRIKE,2137,3,IN COUNTRY,D,JAJJP0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS305450,##ABC111222,0159N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23976459,KINETIC,0,0,830,1965,"USAF, F-100, STRIKE, TROOPS, Time on Target - 820 hours; Weapon Type -  M-39"
2983531,USAF,11/14/1965,519753,CACTA6570,F100,BIEN HOA,10.35666911,106.1891593,AREA\DEPOT,24,945,M-39,50,F100,F100,70,6,DIRECT AIR SUPPORT,2126,3,IN COUNTRY,D,JAJIK0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS305450,##ABC111222,0459N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23980582,KINETIC,0,0,957,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 945 hours; Weapon Type -  M-39"
458580,USAF,11/14/1965,66715,CACTA6570,F100,TAN SON NHUT,10.35666911,106.1891593,TROOPS,0,820,NA,0,F100,F100,30,1,STRIKE,2137,3,IN COUNTRY,D,JAJJP0,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS305450,##ABC111222,0159N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26357764,KINETIC,0,0,830,1965,"USAF, F-100, STRIKE, TROOPS, Time on Target - 820 hours; Weapon Type -  NA"
502767,USAF,11/14/1965,512166,CACTA6570,F100,BIEN HOA,10.35666911,106.1891593,AREA\DEPOT,0,945,NA,0,F100,F100,70,6,DIRECT AIR SUPPORT,2126,3,IN COUNTRY,D,JAJIK0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS305450,##ABC111222,0459N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26401951,KINETIC,0,0,957,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 945 hours; Weapon Type -  NA"
3166533,USAF,11/14/1965,507544,CACTA6570,F100,BIEN HOA,10.36023543,106.2028739,AREA\DEPOT,6,723,500LB GP M-64,561,F100,F100,30,6,DIRECT AIR SUPPORT,2105,3,IN COUNTRY,D,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS320454,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23799776,KINETIC,0,0,737,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 723 hours; Weapon Type -  500LB GP M-64"
2917623,USAF,11/14/1965,488880,CACTA6570,F100,BIEN HOA,10.36023543,106.2028739,AREA\DEPOT,6,723,750LB BLU-1/27,694,F100,F100,30,6,DIRECT AIR SUPPORT,2105,3,IN COUNTRY,D,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS320454,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23914674,KINETIC,0,0,737,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 723 hours; Weapon Type -  750LB BLU-1/27"
2985059,USAF,11/14/1965,488860,CACTA6570,F100,BIEN HOA,10.36023543,106.2028739,AREA\DEPOT,24,723,M-39,50,F100,F100,30,6,DIRECT AIR SUPPORT,2105,3,IN COUNTRY,D,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS320454,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23982110,KINETIC,0,0,737,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 723 hours; Weapon Type -  M-39"
503303,USAF,11/14/1965,519590,CACTA6570,F100,BIEN HOA,10.36023543,106.2028739,AREA\DEPOT,0,723,NA,0,F100,F100,30,6,DIRECT AIR SUPPORT,2105,3,IN COUNTRY,D,JAJJF0,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS320454,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26402487,KINETIC,0,0,737,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 723 hours; Weapon Type -  NA"
3162102,USAF,11/16/1965,74142,CACTA6570,F100,TAN SON NHUT,10.36112264,106.2074443,TROOPS,6,836,500LB GP M-64,561,F100,F100,40,1,STRIKE,2226,3,IN COUNTRY,D,JAJJP0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS325455,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23795345,KINETIC,0,0,849,1965,"USAF, F-100, STRIKE, TROOPS, Time on Target - 836 hours; Weapon Type -  500LB GP M-64"
2925987,USAF,11/16/1965,123951,CACTA6570,F100,TAN SON NHUT,10.36112264,106.2074443,TROOPS,6,836,750LB BLU-1/27,694,F100,F100,40,1,STRIKE,2226,3,IN COUNTRY,D,JAJJP0,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS325455,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23923038,KINETIC,0,0,849,1965,"USAF, F-100, STRIKE, TROOPS, Time on Target - 836 hours; Weapon Type -  750LB BLU-1/27"
2978814,USAF,11/16/1965,101296,CACTA6570,F100,TAN SON NHUT,10.36112264,106.2074443,TROOPS,20,836,M-39,50,F100,F100,40,1,STRIKE,2226,3,IN COUNTRY,D,JAJJP0,OVERCAST,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS325455,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23975865,KINETIC,0,0,849,1965,"USAF, F-100, STRIKE, TROOPS, Time on Target - 836 hours; Weapon Type -  M-39"
457260,USAF,11/16/1965,58449,CACTA6570,F100,TAN SON NHUT,10.36112264,106.2074443,TROOPS,0,836,NA,0,F100,F100,40,1,STRIKE,2226,3,IN COUNTRY,D,JAJJP0,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS325455,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26356444,KINETIC,0,0,849,1965,"USAF, F-100, STRIKE, TROOPS, Time on Target - 836 hours; Weapon Type -  NA"
3165560,USAF,11/16/1965,518196,CACTA6570,F100,BIEN HOA,10.36113974,106.2028773,UNKNOWN\UNIDENTIFIED,6,725,500LB GP M-64,561,F100,F100,40,6,DIRECT AIR SUPPORT,2882,3,IN COUNTRY,D,JAJJF0,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS320455,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23798803,KINETIC,0,0,734,1965,"USAF, F-100, DIRECT AIR SUPPORT, UNKNOWN\UNIDENTIFIED, Time on Target - 725 hours; Weapon Type -  500LB GP M-64"
2917073,USAF,11/16/1965,521102,CACTA6570,F100,BIEN HOA,10.36113974,106.2028773,UNKNOWN\UNIDENTIFIED,6,725,750LB BLU-1/27,694,F100,F100,40,6,DIRECT AIR SUPPORT,2882,3,IN COUNTRY,D,JAJJF0,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS320455,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23914124,KINETIC,0,0,734,1965,"USAF, F-100, DIRECT AIR SUPPORT, UNKNOWN\UNIDENTIFIED, Time on Target - 725 hours; Weapon Type -  750LB BLU-1/27"
2983785,USAF,11/16/1965,512196,CACTA6570,F100,BIEN HOA,10.36113974,106.2028773,UNKNOWN\UNIDENTIFIED,20,725,M-39,50,F100,F100,40,6,DIRECT AIR SUPPORT,2882,3,IN COUNTRY,D,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS320455,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23980836,KINETIC,0,0,734,1965,"USAF, F-100, DIRECT AIR SUPPORT, UNKNOWN\UNIDENTIFIED, Time on Target - 725 hours; Weapon Type -  M-39"
498944,USAF,11/16/1965,491565,CACTA6570,F100,BIEN HOA,10.36113974,106.2028773,UNKNOWN\UNIDENTIFIED,0,725,NA,0,F100,F100,40,6,DIRECT AIR SUPPORT,2882,3,IN COUNTRY,D,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS320455,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26398128,KINETIC,0,0,734,1965,"USAF, F-100, DIRECT AIR SUPPORT, UNKNOWN\UNIDENTIFIED, Time on Target - 725 hours; Weapon Type -  NA"
2968685,USAF,11/14/1965,169991,CACTA6570,F102,TAN SON NHUT,10.36114657,106.2010505,BUILDINGS,12,748,2.75IN FLECHET,18,F102,F102,20,1,STRIKE,2498,2,,M,JAETG0,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS318455,##ABC111222,9999N,MISSION: SP - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23965736,KINETIC,0,0,749,1965,"USAF, F-102, STRIKE, BUILDINGS, Time on Target - 748 hours; Weapon Type -  2.75IN FLECHET"
450759,USAF,11/14/1965,23296,CACTA6570,F102,TAN SON NHUT,10.36114657,106.2010505,BUILDINGS,0,748,NA,0,F102,F102,20,1,STRIKE,2498,2,,M,JAETG0,,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS318455,##ABC111222,9999N,MISSION: SP - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26349943,KINETIC,0,0,749,1965,"USAF, F-102, STRIKE, BUILDINGS, Time on Target - 748 hours; Weapon Type -  NA"
3040218,USAF,11/14/1965,498957,CACTA6570,FC47,BIEN HOA,10.39464257,106.4140168,TROOPS,7,2015,MK-24,25,FC47,FC47,70,6,DIRECT AIR SUPPORT,2130,1,IN COUNTRY,N,JAAGD0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS551493,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,24037855,KINETIC,0,0,2125,1965,"USAF, FC-47, DIRECT AIR SUPPORT, TROOPS, Time on Target - 2015 hours; Weapon Type -  MK-24"
500810,USAF,11/14/1965,498748,CACTA6570,FC47,BIEN HOA,10.39464257,106.4140168,TROOPS,0,2015,NA,0,FC47,FC47,70,6,DIRECT AIR SUPPORT,2130,1,IN COUNTRY,N,JAAGD0,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS551493,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26399994,KINETIC,0,0,2125,1965,"USAF, FC-47, DIRECT AIR SUPPORT, TROOPS, Time on Target - 2015 hours; Weapon Type -  NA"
3165727,USAF,11/14/1965,521461,CACTA6570,F5,BIEN HOA,10.41697126,106.8260669,TROOPS,4,945,500LB GP M-64,561,F5,F5,30,6,DIRECT AIR SUPPORT,2118,3,IN COUNTRY,D,JALOG0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PYS002520,##ABC111222,0509N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,23798970,KINETIC,0,0,1000,1965,"USAF, F-5, DIRECT AIR SUPPORT, TROOPS, Time on Target - 945 hours; Weapon Type -  500LB GP M-64"
2917303,USAF,11/14/1965,505703,CACTA6570,F5,BIEN HOA,10.41697126,106.8260669,TROOPS,4,945,750LB BLU-1/27,694,F5,F5,30,6,DIRECT AIR SUPPORT,2118,3,IN COUNTRY,D,JALOG0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PYS002520,##ABC111222,0509N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,23914354,KINETIC,0,0,1000,1965,"USAF, F-5, DIRECT AIR SUPPORT, TROOPS, Time on Target - 945 hours; Weapon Type -  750LB BLU-1/27"
2984168,USAF,11/14/1965,514650,CACTA6570,F5,BIEN HOA,10.41697126,106.8260669,TROOPS,12,945,M-39,50,F5,F5,30,6,DIRECT AIR SUPPORT,2118,3,IN COUNTRY,D,JALOG0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PYS002520,##ABC111222,0509N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,23981219,KINETIC,0,0,1000,1965,"USAF, F-5, DIRECT AIR SUPPORT, TROOPS, Time on Target - 945 hours; Weapon Type -  M-39"
500129,USAF,11/14/1965,495675,CACTA6570,F5,BIEN HOA,10.41697126,106.8260669,TROOPS,0,945,NA,0,F5,F5,30,6,DIRECT AIR SUPPORT,2118,3,IN COUNTRY,D,JALOG0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PYS002520,##ABC111222,0509N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA III (IN-COUNTRY MISSIONS) OR RTE AREA 3 (OUT-OF-COUNTRY MISSIONS),YS,26399313,KINETIC,0,0,1000,1965,"USAF, F-5, DIRECT AIR SUPPORT, TROOPS, Time on Target - 945 hours; Weapon Type -  NA"
3167310,USAF,11/15/1965,489828,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,AREA\DEPOT,6,1446,500LB GP M-64,561,F100,F100,30,6,DIRECT AIR SUPPORT,3867,3,IN COUNTRY,D,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23800553,KINETIC,0,0,1457,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 1446 hours; Weapon Type -  500LB GP M-64"
3167190,USAF,11/15/1965,493407,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,AREA\DEPOT,6,1500,500LB GP M-64,561,F100,F100,40,6,DIRECT AIR SUPPORT,2876,3,IN COUNTRY,D,JAJJU0,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23800433,KINETIC,0,0,1512,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 1500 hours; Weapon Type -  500LB GP M-64"
3166876,USAF,11/15/1965,496160,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,TROOPS,6,1527,500LB GP M-64,561,F100,F100,40,6,DIRECT AIR SUPPORT,2872,3,IN COUNTRY,D,JAJIK0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23800119,KINETIC,0,0,1540,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 1527 hours; Weapon Type -  500LB GP M-64"
2917363,USAF,11/15/1965,501142,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,AREA\DEPOT,6,1446,750LB BLU-1/27,694,F100,F100,30,6,DIRECT AIR SUPPORT,3867,3,IN COUNTRY,D,JAJJF0,NOT OBS,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23914414,KINETIC,0,0,1457,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 1446 hours; Weapon Type -  750LB BLU-1/27"
2917714,USAF,11/15/1965,492932,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,AREA\DEPOT,6,1500,750LB BLU-1/27,694,F100,F100,40,6,DIRECT AIR SUPPORT,2876,3,IN COUNTRY,D,JAJJU0,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23914765,KINETIC,0,0,1512,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 1500 hours; Weapon Type -  750LB BLU-1/27"
2917707,USAF,11/15/1965,491942,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,TROOPS,6,1527,750LB BLU-1/27,694,F100,F100,40,6,DIRECT AIR SUPPORT,2872,3,IN COUNTRY,D,JAJIK0,OVERCAST,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23914758,KINETIC,0,0,1540,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 1527 hours; Weapon Type -  750LB BLU-1/27"
2984650,USAF,11/15/1965,498147,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,AREA\DEPOT,22,1446,M-39,50,F100,F100,30,6,DIRECT AIR SUPPORT,3867,3,IN COUNTRY,D,JAJJF0,,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23981701,KINETIC,0,0,1457,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 1446 hours; Weapon Type -  M-39"
2985037,USAF,11/15/1965,489313,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,AREA\DEPOT,21,1500,M-39,50,F100,F100,40,6,DIRECT AIR SUPPORT,2876,3,IN COUNTRY,D,JAJJU0,SCATTERED,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23982088,KINETIC,0,0,1512,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 1500 hours; Weapon Type -  M-39"
2984466,USAF,11/15/1965,502720,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,TROOPS,24,1527,M-39,50,F100,F100,40,6,DIRECT AIR SUPPORT,2872,3,IN COUNTRY,D,JAJIK0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23981517,KINETIC,0,0,1540,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 1527 hours; Weapon Type -  M-39"
498623,USAF,11/15/1965,490589,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,AREA\DEPOT,0,1446,NA,0,F100,F100,30,6,DIRECT AIR SUPPORT,3867,3,IN COUNTRY,D,JAJJF0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26397807,KINETIC,0,0,1457,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 1446 hours; Weapon Type -  NA"
502038,USAF,11/15/1965,505933,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,AREA\DEPOT,0,1500,NA,0,F100,F100,40,6,DIRECT AIR SUPPORT,2876,3,IN COUNTRY,D,JAJJU0,CLEAR,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26401222,KINETIC,0,0,1512,1965,"USAF, F-100, DIRECT AIR SUPPORT, AREA\DEPOT, Time on Target - 1500 hours; Weapon Type -  NA"
499197,USAF,11/15/1965,492372,CACTA6570,F100,BIEN HOA,10.42080626,105.9381559,TROOPS,0,1527,NA,0,F100,F100,40,6,DIRECT AIR SUPPORT,2872,3,IN COUNTRY,D,JAJIK0,BROKEN,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS030520,##ABC111222,9999N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,26398381,KINETIC,0,0,1540,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 1527 hours; Weapon Type -  NA"
3166000,USAF,11/15/1965,517096,CACTA6570,F100,BIEN HOA,10.42520495,105.9792839,TROOPS,6,1456,500LB GP M-64,561,F100,F100,50,6,DIRECT AIR SUPPORT,3869,3,IN COUNTRY,D,JAJJF0,NOT OBS,ABN FWD AIR CNTL (CRICKET),SOUTH VIETNAM,48PXS075525,##ABC111222,2509N,MISSION: VS - CONTROL_TYPE: ABN FWD AIR CNTL (CRICKET) - RTCOR: CORPS AREA IV (IN-COUNTRY MISSIONS) OR RTE AREA 4 (OUT-OF-COUNTRY MISSIONS),XS,23799243,KINETIC,0,0,1504,1965,"USAF, F-100, DIRECT AIR SUPPORT, TROOPS, Time on Target - 1456 hours; Weapon Type -  500LB GP M-64"
